Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","1987","1987","million USD","2983.743471","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","1987","1987","USD","289.045183","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","1988","1988","million USD","2713.899488","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","1988","1988","USD","261.367549","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","1989","1989","million USD","3191.557068","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","1989","1989","USD","299.026219","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","1990","1990","million USD","3559.511736","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","1990","1990","USD","332.82652","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","1991","1991","million USD","3402.65494","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","1991","1991","USD","316.668409","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","1992","1992","million USD","3444.711414","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","1992","1992","USD","285.691939","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","1993","1993","million USD","2844.442641","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","1993","1993","USD","203.119922","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","1994","1994","million USD","1715.169169","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","1994","1994","USD","110.974285","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","1995","1995","million USD","2756.838036","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","1995","1995","USD","167.906256","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","1996","1996","million USD","2669.785634","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","1996","1996","USD","156.067624","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","1997","1997","million USD","2924.589326","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","1997","1997","USD","164.406042","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","1998","1998","million USD","2935.139404","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","1998","1998","USD","158.715106","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","1999","1999","million USD","2157.197316","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","1999","1999","USD","111.98746","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2000","2000","million USD","3342.034168","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2000","2000","USD","171.009428","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2001","2001","million USD","3598.470576","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2001","2001","USD","182.768949","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2002","2002","million USD","4141.523943","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2002","2002","USD","197.213022","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2003","2003","million USD","4729.042179","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2003","2003","USD","208.832635","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2004","2004","million USD","5388.482107","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2004","2004","USD","228.775784","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2005","2005","million USD","6220.574147","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2005","2005","USD","254.824689","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2006","2006","million USD","7104.711445","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2006","2006","USD","279.240934","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2007","2007","million USD","9412.161765","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2007","2007","USD","363.357619","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2008","2008","million USD","10236.90159","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2008","2008","USD","387.362338","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2009","2009","million USD","11595.13347","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2009","2009","USD","423.407102","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2010","2010","million USD","14698.88968","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","521.428191","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2011","2011","million USD","17350.69495","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","593.203249","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","19136.49934","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","628.116539","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","19621.80246","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","622.100518","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","19550.70257","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","597.584579","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","18713.04841","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","554.403216","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","18019.55818","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","520.252064","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","18896.35202","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","530.149831","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","18418.8483","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","502.056771","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","18904.49026","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","500.522664","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","20143.44179","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","516.866543","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","14939.00945","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","372.548875","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","14872.23854","F","Forecast value",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2022","2022","USD","361.601822","E","Estimated value",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1970","1970","million USD","2265.577056","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1970","1970","USD","974.554499","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1971","1971","million USD","2330.58486","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1971","1971","USD","975.21682","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1972","1972","million USD","2397.526448","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1972","1972","USD","976.521166","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1973","1973","million USD","2466.543461","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1973","1973","USD","978.617771","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1974","1974","million USD","2537.015817","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1974","1974","USD","981.265874","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1975","1975","million USD","2610.110369","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1975","1975","USD","984.901966","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1976","1976","million USD","2685.745678","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1976","1976","USD","989.749878","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1977","1977","million USD","2760.746397","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1977","1977","USD","994.937066","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1978","1978","million USD","2842.275926","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1978","1978","USD","1003.163054","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1979","1979","million USD","2372.305641","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1979","1979","USD","821.218508","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1980","1980","million USD","2141.837051","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1980","1980","USD","728.107125","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1981","1981","million USD","2215.474766","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1981","1981","USD","740.369907","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1982","1982","million USD","2280.424885","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1982","1982","USD","749.848952","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1983","1983","million USD","2305.384485","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1983","1983","USD","746.583851","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1984","1984","million USD","2275.736342","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1984","1984","USD","726.6716","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1985","1985","million USD","2324.414456","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1985","1985","USD","732.854978","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1986","1986","million USD","2397.086883","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1986","1986","USD","747.424762","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1987","1987","million USD","2378.19481","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1987","1987","USD","734.537616","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1988","1988","million USD","2460.399974","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1988","1988","USD","754.025635","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1989","1989","million USD","2940.586487","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1989","1989","USD","895.924262","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1990","1990","million USD","2145.751209","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1990","1990","USD","651.201284","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1991","1991","million USD","1597.139589","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1991","1991","USD","483.676684","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1992","1992","million USD","1516.132824","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1992","1992","USD","458.914225","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1993","1993","million USD","1700.439125","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1993","1993","USD","515.173587","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1994","1994","million USD","1880.950821","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1994","1994","USD","571.023495","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1995","1995","million USD","2392.764887","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1995","1995","USD","728.532187","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1996","1996","million USD","3199.642024","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1996","1996","USD","978.085686","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1997","1997","million USD","2224.654241","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1997","1997","USD","683.726604","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1998","1998","million USD","2554.868837","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1998","1998","USD","790.448796","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","1999","1999","million USD","3221.670165","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1999","1999","USD","1004.179887","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","2000","2000","million USD","3487.586302","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2000","2000","USD","1096.028688","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","2001","2001","million USD","3926.887597","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2001","2001","USD","1245.20315","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","2002","2002","million USD","4355.865889","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2002","2002","USD","1394.523697","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","2003","2003","million USD","5561.459461","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2003","2003","USD","1798.084592","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","2004","2004","million USD","7177.030365","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2004","2004","USD","2343.426765","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","2005","2005","million USD","8052.079314","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2005","2005","USD","2655.143784","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","2006","2006","million USD","8896.076004","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2006","2006","USD","2962.014554","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","2007","2007","million USD","10677.32222","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2007","2007","USD","3587.70862","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","2008","2008","million USD","12881.35206","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2008","2008","USD","4364.06141","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","2009","2009","million USD","12044.21039","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2009","2009","USD","4109.893153","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","2010","2010","million USD","11926.94828","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","4093.825899","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","2011","2011","million USD","12890.87332","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","4444.126504","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","12319.7796","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","4259.66718","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","12776.28074","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","4425.430822","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","13228.24008","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","4586.606188","X","Figure from international organizations",""
