Country Code,Country,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"9","Argentina","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","0.960000","AS"
"9","Argentina","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","1.180000","AS"
"9","Argentina","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","0.910000","AS"
"9","Argentina","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","1.070000","AS"
"9","Argentina","23045","Agriculture research spending","6084","2011 PPP$","2000","2000","I$","283.300000","AS"
"9","Argentina","23045","Agriculture research spending","6084","2011 PPP$","2001","2001","I$","263.000000","AS"
"9","Argentina","23045","Agriculture research spending","6084","2011 PPP$","2002","2002","I$","245.200000","AS"
"9","Argentina","23045","Agriculture research spending","6084","2011 PPP$","2003","2003","I$","356.700000","AS"
"9","Argentina","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","355.200000","AS"
"9","Argentina","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","429.500000","AS"
"9","Argentina","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","522.600000","AS"
"9","Argentina","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","493.800000","AS"
"9","Argentina","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","490.700000","AS"
"16","Bangladesh","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2000","2000","","0.430000","AS"
"16","Bangladesh","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2001","2001","","0.380000","AS"
"16","Bangladesh","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2002","2002","","0.340000","AS"
"16","Bangladesh","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2003","2003","","0.290000","AS"
"16","Bangladesh","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2004","2004","","0.290000","AS"
"16","Bangladesh","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","0.340000","AS"
"16","Bangladesh","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","0.410000","AS"
"16","Bangladesh","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","0.400000","AS"
"16","Bangladesh","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","0.350000","AS"
"16","Bangladesh","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.380000","AS"
"16","Bangladesh","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.410000","AS"
"16","Bangladesh","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","0.420000","AS"
"16","Bangladesh","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2012","2012","","0.400000","AS"
"16","Bangladesh","23045","Agriculture research spending","6084","2011 PPP$","2000","2000","I$","192.400000","AS"
"16","Bangladesh","23045","Agriculture research spending","6084","2011 PPP$","2001","2001","I$","168.400000","AS"
"16","Bangladesh","23045","Agriculture research spending","6084","2011 PPP$","2002","2002","I$","150.500000","AS"
"16","Bangladesh","23045","Agriculture research spending","6084","2011 PPP$","2003","2003","I$","129.800000","AS"
"16","Bangladesh","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","131.700000","AS"
"16","Bangladesh","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","157.000000","AS"
"16","Bangladesh","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","198.000000","AS"
"16","Bangladesh","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","202.900000","AS"
"16","Bangladesh","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","187.000000","AS"
"16","Bangladesh","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","208.900000","AS"
"16","Bangladesh","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","238.300000","AS"
"16","Bangladesh","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","256.400000","AS"
"16","Bangladesh","23045","Agriculture research spending","6084","2011 PPP$","2012","2012","I$","249.900000","AS"
"14","Barbados","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","2.130000","AS"
"14","Barbados","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","2.090000","AS"
"14","Barbados","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","1.960000","AS"
"14","Barbados","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","2.150000","AS"
"14","Barbados","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","2.440000","AS"
"14","Barbados","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2012","2012","","2.420000","AS"
"14","Barbados","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","1.300000","AS"
"14","Barbados","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","1.300000","AS"
"14","Barbados","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","1.200000","AS"
"14","Barbados","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","1.200000","AS"
"14","Barbados","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","1.300000","AS"
"14","Barbados","23045","Agriculture research spending","6084","2011 PPP$","2012","2012","I$","1.300000","AS"
"23","Belize","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2004","2004","","0.650000","AS"
"23","Belize","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","0.670000","AS"
"23","Belize","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","0.680000","AS"
"23","Belize","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","0.790000","AS"
"23","Belize","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","0.880000","AS"
"23","Belize","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.880000","AS"
"23","Belize","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.770000","AS"
"23","Belize","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","0.700000","AS"
"23","Belize","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2012","2012","","0.660000","AS"
"23","Belize","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","2.000000","AS"
"23","Belize","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","2.000000","AS"
"23","Belize","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","2.000000","AS"
"23","Belize","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","2.200000","AS"
"23","Belize","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","2.400000","AS"
"23","Belize","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","2.400000","AS"
"23","Belize","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","2.300000","AS"
"23","Belize","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","2.100000","AS"
"23","Belize","23045","Agriculture research spending","6084","2011 PPP$","2012","2012","I$","2.300000","AS"
"53","Benin","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2000","2000","","0.430000","AS"
"53","Benin","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2001","2001","","0.370000","AS"
"53","Benin","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2002","2002","","0.450000","AS"
"53","Benin","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2003","2003","","0.540000","AS"
"53","Benin","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2004","2004","","0.530000","AS"
"53","Benin","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","0.530000","AS"
"53","Benin","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","0.550000","AS"
"53","Benin","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","0.430000","AS"
"53","Benin","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","0.600000","AS"
"53","Benin","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.490000","AS"
"53","Benin","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.530000","AS"
"53","Benin","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","0.610000","AS"
"53","Benin","23045","Agriculture research spending","6084","2011 PPP$","2000","2000","I$","15.900000","AS"
"53","Benin","23045","Agriculture research spending","6084","2011 PPP$","2001","2001","I$","14.500000","AS"
"53","Benin","23045","Agriculture research spending","6084","2011 PPP$","2002","2002","I$","17.800000","AS"
"53","Benin","23045","Agriculture research spending","6084","2011 PPP$","2003","2003","I$","21.200000","AS"
"53","Benin","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","21.400000","AS"
"53","Benin","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","22.100000","AS"
"53","Benin","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","23.900000","AS"
"53","Benin","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","19.100000","AS"
"53","Benin","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","28.600000","AS"
"53","Benin","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","23.800000","AS"
"53","Benin","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","27.000000","AS"
"53","Benin","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","32.400000","AS"
"20","Botswana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2000","2000","","3.900000","AS"
"20","Botswana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2001","2001","","5.010000","AS"
"20","Botswana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2002","2002","","4.430000","AS"
"20","Botswana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2003","2003","","3.940000","AS"
"20","Botswana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2004","2004","","4.450000","AS"
"20","Botswana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","7.420000","AS"
"20","Botswana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","6.210000","AS"
"20","Botswana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","5.270000","AS"
"20","Botswana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","3.750000","AS"
"20","Botswana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","3.680000","AS"
"20","Botswana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","2.630000","AS"
"20","Botswana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","2.630000","AS"
"20","Botswana","23045","Agriculture research spending","6084","2011 PPP$","2000","2000","I$","19.700000","AS"
"20","Botswana","23045","Agriculture research spending","6084","2011 PPP$","2001","2001","I$","23.500000","AS"
"20","Botswana","23045","Agriculture research spending","6084","2011 PPP$","2002","2002","I$","20.600000","AS"
"20","Botswana","23045","Agriculture research spending","6084","2011 PPP$","2003","2003","I$","21.500000","AS"
"20","Botswana","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","20.700000","AS"
"20","Botswana","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","29.200000","AS"
"20","Botswana","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","29.600000","AS"
"20","Botswana","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","29.900000","AS"
"20","Botswana","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","24.500000","AS"
"20","Botswana","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","25.500000","AS"
"20","Botswana","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","20.100000","AS"
"20","Botswana","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","18.400000","AS"
"21","Brazil","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2000","2000","","1.860000","AS"
"21","Brazil","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2001","2001","","1.750000","AS"
"21","Brazil","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2002","2002","","1.470000","AS"
"21","Brazil","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2003","2003","","1.310000","AS"
"21","Brazil","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2004","2004","","1.370000","AS"
"21","Brazil","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","1.590000","AS"
"21","Brazil","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","1.660000","AS"
"21","Brazil","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","1.490000","AS"
"21","Brazil","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","1.360000","AS"
"21","Brazil","23045","Agriculture research spending","6084","2011 PPP$","2000","2000","I$","1733.900000","AS"
"21","Brazil","23045","Agriculture research spending","6084","2011 PPP$","2001","2001","I$","1749.600000","AS"
"21","Brazil","23045","Agriculture research spending","6084","2011 PPP$","2002","2002","I$","1672.700000","AS"
"21","Brazil","23045","Agriculture research spending","6084","2011 PPP$","2003","2003","I$","1697.900000","AS"
"21","Brazil","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","1739.100000","AS"
"21","Brazil","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","1721.600000","AS"
"21","Brazil","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","1787.700000","AS"
"21","Brazil","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","1729.300000","AS"
"21","Brazil","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","1748.600000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2000","2000","","0.800000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2001","2001","","0.410000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2002","2002","","0.880000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2003","2003","","0.620000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2004","2004","","0.680000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","0.440000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","0.410000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","0.410000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","0.320000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.370000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.370000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","0.420000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6084","2011 PPP$","2000","2000","I$","27.200000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6084","2011 PPP$","2001","2001","I$","18.700000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6084","2011 PPP$","2002","2002","I$","43.700000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6084","2011 PPP$","2003","2003","I$","31.600000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","33.700000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","26.500000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","25.300000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","23.200000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","23.300000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","24.300000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","26.700000","AS"
"233","Burkina Faso","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","29.900000","AS"
"29","Burundi","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2000","2000","","0.310000","AS"
"29","Burundi","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2001","2001","","0.470000","AS"
"29","Burundi","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2002","2002","","0.430000","AS"
"29","Burundi","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2003","2003","","0.500000","AS"
"29","Burundi","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2004","2004","","0.490000","AS"
"29","Burundi","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","0.560000","AS"
"29","Burundi","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","0.660000","AS"
"29","Burundi","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","0.890000","AS"
"29","Burundi","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","0.690000","AS"
"29","Burundi","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.690000","AS"
"29","Burundi","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.520000","AS"
"29","Burundi","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","0.500000","AS"
"29","Burundi","23045","Agriculture research spending","6084","2011 PPP$","2000","2000","I$","6.700000","AS"
"29","Burundi","23045","Agriculture research spending","6084","2011 PPP$","2001","2001","I$","10.200000","AS"
"29","Burundi","23045","Agriculture research spending","6084","2011 PPP$","2002","2002","I$","9.500000","AS"
"29","Burundi","23045","Agriculture research spending","6084","2011 PPP$","2003","2003","I$","10.800000","AS"
"29","Burundi","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","11.000000","AS"
"29","Burundi","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","12.200000","AS"
"29","Burundi","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","15.200000","AS"
"29","Burundi","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","18.100000","AS"
"29","Burundi","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","16.100000","AS"
"29","Burundi","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","16.500000","AS"
"29","Burundi","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","12.800000","AS"
"29","Burundi","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","12.800000","AS"
"35","Cabo Verde","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","1.170000","AS"
"35","Cabo Verde","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","1.320000","AS"
"35","Cabo Verde","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","1.440000","AS"
"35","Cabo Verde","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","3.000000","AS"
"35","Cabo Verde","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","3.300000","AS"
"35","Cabo Verde","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","3.600000","AS"
"115","Cambodia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2000","2000","","0.290000","AS"
"115","Cambodia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2001","2001","","0.280000","AS"
"115","Cambodia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2002","2002","","0.270000","AS"
"115","Cambodia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2003","2003","","0.330000","AS"
"115","Cambodia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2004","2004","","3.340000","AS"
"115","Cambodia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","0.250000","AS"
"115","Cambodia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","0.210000","AS"
"115","Cambodia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","0.180000","AS"
"115","Cambodia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","0.160000","AS"
"115","Cambodia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.170000","AS"
"115","Cambodia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.180000","AS"
"115","Cambodia","23045","Agriculture research spending","6084","2011 PPP$","2000","2000","I$","17.700000","AS"
"115","Cambodia","23045","Agriculture research spending","6084","2011 PPP$","2001","2001","I$","17.100000","AS"
"115","Cambodia","23045","Agriculture research spending","6084","2011 PPP$","2002","2002","I$","16.200000","AS"
"115","Cambodia","23045","Agriculture research spending","6084","2011 PPP$","2003","2003","I$","21.700000","AS"
"115","Cambodia","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","226.800000","AS"
"115","Cambodia","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","19.800000","AS"
"115","Cambodia","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","18.700000","AS"
"115","Cambodia","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","17.200000","AS"
"115","Cambodia","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","17.600000","AS"
"115","Cambodia","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","19.300000","AS"
"115","Cambodia","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","22.400000","AS"
"37","Central African Republic","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.130000","AS"
"37","Central African Republic","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.140000","AS"
"37","Central African Republic","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","0.160000","AS"
"37","Central African Republic","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","2.400000","AS"
"37","Central African Republic","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","2.700000","AS"
"37","Central African Republic","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","3.400000","AS"
